Statename,CourseofStudy,ClassOfGrade,Date of Graduation,MaritalStatus,Gender,DateOfBirth,College,DeptmentCode
Edo State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,M,2000-12-27,COLERM,FWM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-12-06,COLPLANT,PBST
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1996-10-01,COLPHYS,MTS
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,M,1998-02-02,COLBIOS,BCH
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-10-22,COLANIM,ANP
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-06-29,COLPLANT,SSLM
Ekiti State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-03-22,COLPLANT,HRT
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,2001-05-19,COLFHEC,HTM
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2000-05-08,COLBIOS,BCH
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-01-15,COLANIM,ABG
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV. TOXICOLOGY OPTION)/B.EMT,Second Class Lower,NA,S,F,2000-05-04,COLERM,EMT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-02-21,COLAMRUD,AGAD
Osun State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,1998-01-19,COLERM,WMA
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-03-05,COLAMRUD,AERD
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,M,1997-03-02,COLERM,FWM
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-09-21,COLANIM,ANN
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-07-14,COLANIM,ANN
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-08-04,COLPLANT,PBST
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-01-17,COLAMRUD,AGAD
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV. TOXICOLOGY OPTION)/B.EMT,Second Class Lower,NA,S,M,2001-02-11,COLERM,EMT
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,F,2000-08-30,COLERM,AQFM
Lagos State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,F,1999-06-06,COLPHYS,MTS
Osun State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,F,2002-09-08,COLBIOS,MCB
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2004-04-22,COLPHYS,STS
Ogun State,BOTANY/B.SC.,Second Class Lower,NA,S,M,2002-03-30,COLBIOS,PAB
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-03-01,COLANIM,PRM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1995-03-20,COLANIM,APH
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-07-01,COLPLANT,HRT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-10-27,COLPLANT,SSLM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-05-10,COLPLANT,SSLM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-07-02,COLANIM,PRM
Ogun State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2002-12-19,COLBIOS,PAB
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2003-03-20,COLAMRUD,AERD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2003-03-02,COLANIM,APH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-04-24,COLAMRUD,AGAD
Oyo State,MECHANICAL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2000-11-28,COLENG,MCE
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2002-05-05,COLPHYS,MTS
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,2002-09-20,COLERM,EMT
Oyo State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,2002-01-08,COLERM,EMT
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-04-15,COLANIM,ANN
Ogun State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,1996-01-15,COLERM,WMA
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2004-05-08,COLPHYS,STS
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-02-15,COLPLANT,CPT
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,2002-03-03,COLERM,AQFM
Oyo State,BOTANY/B.SC.,Second Class Lower,NA,S,F,1997-06-04,COLBIOS,PAB
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2003-05-20,COLPHYS,CSC
Oyo State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,1998-10-17,COLERM,WMA
Lagos State,BOTANY/B.SC.,Second Class Lower,NA,S,M,2002-07-29,COLBIOS,PAB
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2001-05-13,COLPHYS,CSC
Ogun State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Lower,NA,S,M,2003-01-14,COLENG,ABE
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,F,2001-08-01,COLERM,FWM
Ogun State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,1995-03-16,COLPHYS,STS
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,2001-09-24,COLERM,EMT
Lagos State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1999-09-02,COLPHYS,MTS
Oyo State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,M,1996-04-28,COLBIOS,BCH
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-04-18,COLAMRUD,AEFM
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,F,2004-03-08,COLBIOS,MCB
Ogun State,CIVIL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,1999-06-27,COLENG,CVE
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-09-18,COLANIM,ABG
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-07-05,COLAMRUD,AERD
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,M,1999-09-16,COLBIOS,BCH
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-01-28,COLANIM,ABG
FCT,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2002-07-29,COLPHYS,STS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-05-19,COLANIM,ABG
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-10-07,COLANIM,ABG
Oyo State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,1998-07-24,COLPHYS,CSC
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-10-01,COLPLANT,PPCP
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,1997-04-20,COLPHYS,CSC
Delta State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-03-04,COLPLANT,SSLM
Lagos State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,M,2000-06-06,COLBIOS,PAZ
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-05-24,COLANIM,ANP
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-03-30,COLANIM,APH
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2000-10-18,COLBIOS,PAZ
Lagos State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1999-11-14,COLPHYS,MTS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-09-30,COLPLANT,HRT
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1994-10-27,COLAMRUD,AGAD
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,F,1998-01-25,COLFHEC,NUD
Oyo State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,2000-04-08,COLFHEC,HTM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-12-05,COLPLANT,PPCP
Oyo State,HOME SCIENCE AND MANAGEMENT(CLOTHING & TEXTILE)/B.Sc.,Second Class Lower,NA,S,M,1995-11-17,COLFHEC,HSM
Ogun State,STATISTICS/B.Sc.,Second Class Lower,NA,S,F,2003-05-20,COLPHYS,STS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-01-11,COLPLANT,PBST
Lagos State,PHYSICS/B.Sc.,Second Class Lower,NA,S,F,2002-03-09,COLPHYS,PHS
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2000-11-12,COLPHYS,MTS
Lagos State,PHYSICS/B.Sc.,Second Class Lower,NA,S,F,2003-01-06,COLPHYS,PHS
Lagos State,BOTANY/B.SC.,Second Class Lower,NA,S,M,2001-04-17,COLBIOS,PAB
Ogun State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,1999-06-30,COLERM,WMA
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-12-17,COLANIM,PRM
Oyo State,MECHANICAL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2001-04-30,COLENG,MCE
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,1998-05-30,COLERM,AQFM
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (WILDLIFE OPTION)/B.FWM,Second Class Lower,NA,S,F,1998-06-26,COLERM,FWM
Ogun State,MECHANICAL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2001-06-27,COLENG,MCE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1993-08-16,COLAMRUD,AGAD
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,M,1999-07-13,COLERM,FWM
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,F,2000-04-11,COLERM,AQFM
Ogun State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Lower,NA,S,M,2000-01-26,COLENG,ABE
Delta State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,M,1998-04-06,COLBIOS,PAZ
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,2000-05-19,COLERM,EMT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-10-25,COLANIM,PRM
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,1998-08-15,COLERM,EMT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-06-01,COLPLANT,SSLM
Ogun State,BOTANY/B.SC.,Second Class Lower,NA,S,M,2003-08-19,COLBIOS,PAB
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,2002-09-02,COLERM,EMT
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,1999-08-20,COLERM,EMT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-08-25,COLPLANT,CPT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-07-13,COLAMRUD,AGAD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-12-30,COLANIM,PRM
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2004-01-09,COLBIOS,BCH
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,1998-06-19,COLERM,EMT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1996-08-10,COLPLANT,PBST
Ogun State,CIVIL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2002-10-27,COLENG,CVE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-05-01,COLPLANT,SSLM
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-12-18,COLPLANT,PPCP
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-03-06,COLANIM,PRM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-09-02,COLAMRUD,AGAD
Oyo State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,M,1999-10-27,COLFHEC,HTM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-06-12,COLPLANT,HRT
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-12-18,COLPLANT,CPT
Ondo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,1998-07-18,COLPHYS,STS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-11-05,COLANIM,PRM
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-01-08,COLPLANT,CPT
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2001-08-08,COLBIOS,PAZ
Ogun State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2002-02-19,COLPHYS,STS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-10-31,COLANIM,ABG
Oyo State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2000-09-26,COLBIOS,PAB
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2001-10-19,COLPHYS,STS
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2003-03-22,COLPHYS,CSC
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-09-11,COLAMRUD,AERD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-05-29,COLPLANT,PBST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-08-24,COLANIM,ANP
Lagos State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,M,2003-05-25,COLBIOS,PAZ
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-10-04,COLANIM,PRM
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,2001-07-07,COLERM,EMT
Delta State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2001-05-15,COLPHYS,PHS
Ogun State,MECHATRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2000-06-28,COLENG,MTE
Lagos State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Lower,NA,S,M,1999-03-18,COLENG,ABE
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1995-11-11,COLPLANT,HRT
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2002-02-14,COLPHYS,STS
Ondo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1994-12-25,COLPHYS,MTS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-09-30,COLPLANT,PPCP
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,2000-01-10,COLFHEC,HTM
Oyo State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,1998-04-24,COLERM,EMT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-09-22,COLPLANT,SSLM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-08-05,COLPLANT,PPCP
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,M,2001-05-17,COLBIOS,PAZ
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-03-13,COLAMRUD,AERD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-04-28,COLPLANT,SSLM
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-01-17,COLPLANT,CPT
Oyo State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2002-09-29,COLPHYS,CHM
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2001-08-24,COLPHYS,MTS
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-05-15,COLANIM,PRM
Ogun State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (AGROMETEOROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,2001-03-18,COLERM,WMA
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-01-16,COLPLANT,HRT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-09-09,COLANIM,ANN
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,F,2000-06-22,COLPHYS,STS
Ekiti State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2001-10-08,COLPHYS,MTS
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,M,2000-07-17,COLBIOS,PAZ
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-09-15,COLPLANT,CPT
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-03-18,COLANIM,ANN
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-03-27,COLAMRUD,AERD
Oyo State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2000-03-27,COLPHYS,PHS
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2000-05-07,COLPHYS,STS
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,F,2001-12-16,COLFHEC,NUD
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2002-06-06,COLPHYS,STS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-10-25,COLPLANT,HRT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-12-16,COLAMRUD,AGAD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-07-23,COLAMRUD,AEFM
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2001-12-29,COLPHYS,MTS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-12-13,COLAMRUD,AGAD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-04-03,COLANIM,ANN
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-12-30,COLPLANT,SSLM
Zamfara State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-08-21,COLANIM,ABG
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,1999-03-30,COLPHYS,PHS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-03-22,COLANIM,ANN
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2002-11-15,COLPLANT,SSLM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-03-12,COLANIM,ANP
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-05-31,COLPLANT,HRT
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,1999-02-22,COLERM,AQFM
Ondo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1996-01-28,COLPHYS,MTS
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2002-07-26,COLBIOS,BCH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-10-28,COLAMRUD,AERD
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,M,2004-06-11,COLBIOS,MCB
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-08-25,COLAMRUD,AERD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-06-12,COLPLANT,SSLM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-02-11,COLANIM,PRM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-01-14,COLANIM,ANP
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,F,1998-12-13,COLPHYS,STS
Oyo State,BOTANY/B.SC.,Second Class Lower,NA,S,M,2002-08-07,COLBIOS,PAB
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-10-10,COLAMRUD,AGAD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-02-25,COLPLANT,PBST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-10-14,COLANIM,APH
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-09-21,COLPLANT,HRT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-10-22,COLAMRUD,AGAD
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,F,2002-02-04,COLBIOS,MCB
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,M,1998-05-10,COLFHEC,HTM
Ekiti State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-07-17,COLPLANT,PPCP
Ogun State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2002-07-21,COLPHYS,STS
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (WILDLIFE OPTION)/B.FWM,Second Class Lower,NA,S,M,1998-11-27,COLERM,FWM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-05-04,COLANIM,ANN
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2002-01-12,COLPLANT,SSLM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-03-21,COLPLANT,PBST
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-11-17,COLAMRUD,AERD
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2001-12-11,COLPHYS,MTS
Osun State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,M,1998-08-28,COLBIOS,PAZ
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-09-09,COLANIM,PRM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-12-10,COLPLANT,SSLM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-05-16,COLAMRUD,AEFM
Oyo State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,1999-06-13,COLERM,EMT
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV. TOXICOLOGY OPTION)/B.EMT,Second Class Lower,NA,S,F,1999-08-24,COLERM,EMT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-08-21,COLPLANT,PBST
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,2000-01-07,COLERM,EMT
Lagos State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2001-01-23,COLPHYS,MTS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-12-01,COLPLANT,HRT
Oyo State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,1998-11-22,COLENG,ELE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-12-12,COLANIM,PRM
Oyo State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2003-01-12,COLBIOS,BCH
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,F,2001-04-24,COLERM,AQFM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-11-14,COLPLANT,SSLM
Oyo State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2002-01-24,COLBIOS,PAB
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-05-26,COLANIM,ANN
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2002-02-02,COLAMRUD,AGAD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2003-04-12,COLPLANT,PBST
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,1997-07-22,COLPHYS,PHS
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,F,2003-07-30,COLPHYS,MTS
Lagos State,MECHANICAL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2001-08-11,COLENG,MCE
Oyo State,BOTANY/B.SC.,Second Class Lower,NA,S,M,2001-02-08,COLBIOS,PAB
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,2001-11-23,COLFHEC,HTM
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2001-10-05,COLPHYS,MTS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-04-30,COLAMRUD,AEFM
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,1992-09-22,COLPHYS,CSC
